Nazwa zespołu,Nazwa płyty,"wydanie
",Stan płyty 1-10,Dostępna? (T/N),Zdjęcie front (opcjonalne),Zdjęcie back (opcjonalne),Zdjęcie płyta (opcjonalne),Cena (zł)
Terence Trent D'arby,Neither Fish Nor Flesh,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Neither_Fish_Nor_Flesh.jpg/220px-Neither_Fish_Nor_Flesh.jpg,http://www.recordsbymail.com/uploads/7-11-14-1/51764.jpg,https://img.discogs.com/RAZrwCf3MUuf3_EhuGhekTlJY6c=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2159874-1481488227-9364.jpeg.jpg,35 ZŁ
The 5th Dimension,Earthbound,USA,EX-,,https://img.discogs.com/2iWeofdzrbl3pVq61Fl5Ply77pY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3280699-1422893266-1645.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/81UuMKak0SL._SX355_.jpg,https://img.discogs.com/Z7xUBpGHoQR5hit7wf0_yA-nXO8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-402495-1423404075-6001.jpeg.jpg,30 ZŁ
The 5th Dimension,Individually & Collectively,USA,EX,,https://img.discogs.com/7lForAltoe-_XYLbiAGP_vc5S-A=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-402535-1219269083.jpeg.jpg,https://cont.p-cdn.us/images/public/int/1/1/7/0/888880250711_1080W_1080H.jpg,https://img.discogs.com/E2q3Qnus47kwXJkcVZXo4ROLXAM=/fit-in/600x602/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2965453-1309482357.jpeg.jpg,50 ZŁ
The Alan Parsons Project,Stereotomy,GER,EX+,,https://www.the-alan-parsons-project.com/wp-content/uploads/2013/09/stereotomy.jpg,http://www.progarchives.com/progressive_rock_discography_covers/286/cover_272816832017_r.jpg,https://img.discogs.com/uIamIBjmb-Kc-4-ywpcrgE2Ss4c=/fit-in/600x586/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-779386-1530536093-7289.jpeg.jpg,30 ZŁ
The Alan Parsons Project,Tales Of Mystery And...,GER,NM,,https://www.udiscovermusic.com/wp-content/uploads/2018/01/Alan-Parsons-Project-Tales-Of-Mystery-And-Imagination-Album-Cover-Web-820-optimised.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/TAPP-TalesOfImagination.jpg/220px-TAPP-TalesOfImagination.jpg,https://jamesostafford.files.wordpress.com/2012/03/109-the-alan-parsons-project-tales-of-mystery-and-imagination.jpg,35 ZŁ
The Alan Parsons Project,Tales Of Mystery And...,GER,EX+,,https://www.udiscovermusic.com/wp-content/uploads/2018/01/Alan-Parsons-Project-Tales-Of-Mystery-And-Imagination-Album-Cover-Web-820-optimised.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/TAPP-TalesOfImagination.jpg/220px-TAPP-TalesOfImagination.jpg,https://jamesostafford.files.wordpress.com/2012/03/109-the-alan-parsons-project-tales-of-mystery-and-imagination.jpg,40 ZŁ
The Alan Parsons Project,Tales Of...,GER,EX,,https://jamesostafford.files.wordpress.com/2012/03/109-the-alan-parsons-project-tales-of-mystery-and-imagination.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/TAPP-TalesOfImagination.jpg/220px-TAPP-TalesOfImagination.jpg,https://www.udiscovermusic.com/wp-content/uploads/2018/01/Alan-Parsons-Project-Tales-Of-Mystery-And-Imagination-Album-Cover-Web-820-optimised.jpg,40 ZŁ
The Allman Brothers Band,Win, Lose And Draw,EX+,,https://i.pinimg.com/originals/bd/64/f9/bd64f9accd346ed6b3f0d07c2ddd095a.jpg,https://img.discogs.com/8B44NdXd6V1JQ9Z20nCklnFLJTY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2239325-1435067302-8978.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/AABWinLoseOrDraw.jpg/220px-AABWinLoseOrDraw.jpg,60 ZŁ
The Allman Brothers Band,Win, Lose Or Draw,EX+,,https://i.pinimg.com/originals/bd/64/f9/bd64f9accd346ed6b3f0d07c2ddd095a.jpg,https://img.discogs.com/8B44NdXd6V1JQ9Z20nCklnFLJTY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2239325-1435067302-8978.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/AABWinLoseOrDraw.jpg/220px-AABWinLoseOrDraw.jpg,60 ZŁ
The B-52's,Cosmic Thing,GER,NM,,https://upload.wikimedia.org/wikipedia/en/b/be/The_B-52%27s_-_Cosmic_Thing.jpg,https://images-na.ssl-images-amazon.com/images/I/81iPlrH4iOL._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/The_B-52%27s_-_Cosmic_Thing.jpg/220px-The_B-52%27s_-_Cosmic_Thing.jpg,40 ZŁ
The Beatles,1st Live Recordings,USA,EX+,,https://img.discogs.com/YW46Ij9wOJ7RT7DGJOq05ACsXPk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2010331-1279989999.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Beat1stlive1.png/220px-Beat1stlive1.png,https://img.discogs.com/KLZX2CeWEhm-tib_piyPbAEZ3d0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2449750-1438955376-6160.jpeg.jpg,55 ZŁ
The Beatles,1962-1966,GER,NM,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/original_444.jpg,https://upload.wikimedia.org/wikipedia/en/8/81/Beatles19621966.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/62-A.jpg?itok=8eetwsbB&timestamp=1373976939,75 ZŁ
The Beatles,1962-1966 2 LP,UK,EX+,,https://images-na.ssl-images-amazon.com/images/I/51mD1oYFfoL.jpg,https://img.discogs.com/Mu7NoQJHOHJhQF1O81Rw5huvs-Q=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-936664-1357282605-3395.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51mD1oYFfoL._SY355_.jpg,75 ZŁ
The Beatles,1967-1970 2 LP,UK,EX,,https://images-na.ssl-images-amazon.com/images/I/71ahozXiSnL._SL1400_.jpg,https://www.rarerecords.net/wp-content/uploads/beatles_1967_1970_blue_sealed3.jpg,https://images-na.ssl-images-amazon.com/images/I/71ahozXiSnL._SY355_.jpg,65 ZŁ
The Beatles,20 Greatest Hits,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/20GreatestHitsalbumcover.jpg/220px-20GreatestHitsalbumcover.jpg,https://img.discogs.com/dNZgR3WaK7a0xy3RL2D9cezg_Ak=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-9156164-1475769834-4063.jpeg.jpg,https://vignette.wikia.nocookie.net/beatles/images/a/af/TheBeatles-20GreatestHits-portada.jpg/revision/latest?cb=20110217153711,45 ZŁ
The Beatles,20 Greatest Hits,UK,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/20GreatestHitsalbumcover.jpg/220px-20GreatestHitsalbumcover.jpg,https://img.discogs.com/dNZgR3WaK7a0xy3RL2D9cezg_Ak=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-9156164-1475769834-4063.jpeg.jpg,https://vignette.wikia.nocookie.net/beatles/images/a/af/TheBeatles-20GreatestHits-portada.jpg/revision/latest?cb=20110217153711,50 ZŁ
The Beatles,A Hard Day's Night,UK,VG,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/original_445.jpg?itok=F_9mFkjP&timestamp=1354886431,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/HardDayUK.jpg/220px-HardDayUK.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/AHardsDays_0.jpg,80 ZŁ
The Beatles,Beatles For Sale,UK,NM,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/original_461.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Beatlesforsale.jpg/220px-Beatlesforsale.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/BeatlesForSale_1.jpg,110 ZŁ
The Beatles,Beatles For Sale,GER,VG+/EX-,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/original_461.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Beatlesforsale.jpg/220px-Beatlesforsale.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/BeatlesForSale_1.jpg,70 ZŁ
The Beatles,Hey Jude,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Heyjudealbum.jpg/220px-Heyjudealbum.jpg,https://www.rarerecords.net/wp-content/uploads/images/products/products-hey_jude_sticker1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Heyjudealbum.jpg,100 ZŁ
The Beatles,Hey Jude,FRA,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Heyjudealbum.jpg/220px-Heyjudealbum.jpg,https://www.rarerecords.net/wp-content/uploads/images/products/products-hey_jude_sticker1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Heyjudealbum.jpg,80 ZŁ
The Beatles,Hey Jude,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Heyjudealbum.jpg/220px-Heyjudealbum.jpg,https://www.rarerecords.net/wp-content/uploads/images/products/products-hey_jude_sticker1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Heyjudealbum.jpg,120 ZŁ
The Beatles,In Italy,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/The_Beatles_Italy.jpg/220px-The_Beatles_Italy.jpg,https://aboutthebeatles.com/images/the-beatles-in-italy-ita-champagne.jpg,https://images.eil.com/large_image/THE_BEATLES_THE%2BBEATLES%2BIN%2BITALY-326162.jpg,60 ZŁ
The Beatles,Live At The B.B.C. 2 LP,UK,EX,,https://images-na.ssl-images-amazon.com/images/I/81rUQr4WmfL._SY355_.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/BBC-Vol2-CoverArt.jpg,https://www.rarerecords.net/wp-content/uploads/beatles_bbc1.jpg,180 ZŁ
The Beatles,Love Songs 2 LP,UK,EX,,https://img.discogs.com/_vF8xPGkqdLObgA8UFeD1WV9RzQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3006540-1332113853.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/TheBeatlesLoveSongsalbumcover.jpg/220px-TheBeatlesLoveSongsalbumcover.jpg,https://img.discogs.com/b64GiUPfoxIr3KOExlG2M2ntML0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-750287-1515796233-3422.jpeg.jpg,65 ZŁ
The Beatles,Love Songs 2 LP,UK,EX/EX+,,https://img.discogs.com/_vF8xPGkqdLObgA8UFeD1WV9RzQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3006540-1332113853.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/TheBeatlesLoveSongsalbumcover.jpg/220px-TheBeatlesLoveSongsalbumcover.jpg,https://img.discogs.com/b64GiUPfoxIr3KOExlG2M2ntML0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-750287-1515796233-3422.jpeg.jpg,70 ZŁ
The Beatles,Magical Mystery Tour,GER,EX,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/original_462.jpg,https://img.discogs.com/fhKeGE6mBCdFqmvDNOUrr31IKqc=/fit-in/600x604/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-464292-1434665238-3702.jpeg.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/original_462.jpg?itok=1uySPpXS&timestamp=1354886431,90 ZŁ
The Beatles,Please Please Me,GER,EX+/NM,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/PleasePleaseMe_1.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/PleasePleaseMe_audio_cover.jpg/220px-PleasePleaseMe_audio_cover.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/original_599.jpg,110 ZŁ
The Beatles,Revolver,UK,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Revolver.jpg/220px-Revolver.jpg,https://townsquare.media/site/295/files/2016/07/Revolver.jpg?w=980&q=75,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/original_449.jpg?itok=vEdbQ8AQ&timestamp=1354886431,120 ZŁ
The Beatles,Sgt. Pepper's 1st press,UK,EX,,https://img.discogs.com/yrJTK2LTub1nVCOVpLugYayWvF8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-499497-1456047383-9489.jpeg.jpg,https://www.popsike.com/pix/20040221/2597939158.jpg,https://img.discogs.com/5niM71_Gc3Zkk6VK4cRlpHpQRIY=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-499497-1456047383-9489.jpeg.jpg,220 ZŁ
The Beatles,Sgt. Pepper's...,UK,G+,,https://www.udiscovermusic.com/wp-content/uploads/2018/01/SgtPepper-1.jpg,http://performingsongwriter.com/wp-content/uploads/2014/03/sgt-pepper.jpg,https://s3.amazonaws.com/content.sun-sentinel.com/images/fl-beatles-anniversary/sgt-pepper-fla-export.jpg,40 ZŁ
The Beatles,Three-Record Set,ITA,NM,,https://img.discogs.com/a2fjsiYvoSZmErqkLD2f145PDNY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4490044-1366380672-5150.jpeg.jpg,https://images.eil.com/large_image/THE_BEATLES_THREE%2BRECORD%2BSET-644772b.jpg,https://townsquare.media/site/295/files/2019/11/Beatles-covers-Freeman-2.jpg?w=980&q=75,100 ZŁ
The Beatles,White Album 2 LP,GER,NM,,https://images-na.ssl-images-amazon.com/images/I/71vC5zfrFiL._SY355_.jpg,https://cdn.shopify.com/s/files/1/0061/6484/0518/products/BEAT_135_2LP_Product_r4_1024x1024.jpg?v=1539701179,https://images-na.ssl-images-amazon.com/images/I/71vC5zfrFiL._SL1500_.jpg,135 ZŁ
The Beatles,With The Beatles,FRA,EX+,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/WithTheBeatles_1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Withthebeatlescover.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/WithTheBeatles.jpg?itok=IiJHRqEa&timestamp=1373976154,120 ZŁ
The Beatles,With The Beatles,UK,VG,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/WithTheBeatles_1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Withthebeatlescover.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/WithTheBeatles.jpg?itok=IiJHRqEa&timestamp=1373976154,60 ZŁ
The Beatles,With The Beatles,UK,VG,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/WithTheBeatles_1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Withthebeatlescover.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/WithTheBeatles.jpg?itok=IiJHRqEa&timestamp=1373976154,50 ZŁ
The Beatles,With The Beatles,UK,EX,,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/tile/image/WithTheBeatles_1.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Withthebeatlescover.jpg,https://d2s36jztkuk7aw.cloudfront.net/sites/default/files/styles/media_responsive_widest/public/tile/image/WithTheBeatles.jpg?itok=IiJHRqEa&timestamp=1373976154,80 ZŁ
The Beatles ft. Tony Sheridan,Early Years,UK,NM,,https://img.discogs.com/attrqToQu-0h6BQf307Kkd0xBEk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1645283-1318166936.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/71dirlXtpxL._SY355_.jpg,https://img.discogs.com/FgGenihOsaQNkdySMPQ43i58gbU=/fit-in/600x626/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1645283-1318166936.jpeg.jpg,50 ZŁ
The Beloved,Happiness,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Belovedhappiness.jpg/220px-Belovedhappiness.jpg,https://img.discogs.com/Frg5LsAn_EPeesFSQYaO5F1Cpic=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-30166-1452703093-5295.jpeg.jpg,https://albumartexchange.com/coverart/gallery/th/thebeloved_happiness_43qp.jpg,40 ZŁ
The Cassandra Complex,Feel The Width 2 LP,BEL,EX,,https://img.discogs.com/8WeaVmEN0wAe6Gn4bnklWyz_XWo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-135242-1409861884-6286.jpeg.jpg,http://2.bp.blogspot.com/_5dsa98YEAJI/R9uUESW3BsI/AAAAAAAAAtI/sFJeUuqTW5Y/s320/CC-FTW.jpg,https://img.discogs.com/VNEztUBHtP1OMcnTJIEvtmpsrII=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-135242-1409861884-6286.jpeg.jpg,60 ZŁ
The Christians,Colour,GER,NM,,https://img.discogs.com/ivOGd8tv1Yhx5ErgiH4YUmSxkDE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-833784-1255289504.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Christians_-_The_Christians_CD_album_cover.jpg/220px-Christians_-_The_Christians_CD_album_cover.jpg,https://img.discogs.com/Ryac__C3R7UugEL9Lw2q4uJXKUs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-833784-1255289504.jpeg.jpg,35 ZŁ
The Christians,Happy In Hell,HOL,NM,,https://img.discogs.com/60LVeRUZ09WWBG85xIZll6QZA4U=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-908395-1523662502-1172.jpeg.jpg,https://cloud10.todocoleccion.online/musica-cds/tc/2018/11/12/13/139822254.jpg,https://img.discogs.com/A6h-lUEPYOVJQs55Hk5HuUQyR7U=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5432560-1393215971-2785.jpeg.jpg,50 ZŁ
The Christians,same,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Christians_-_The_Christians_CD_album_cover.jpg/220px-Christians_-_The_Christians_CD_album_cover.jpg,https://www.sadanduseless.com/wp-content/uploads/2020/01/christian-album-covers1.jpg,https://upload.wikimedia.org/wikipedia/en/9/99/Christians_-_The_Christians_CD_album_cover.jpg,30 ZŁ
The Clash,London Calling,USA,EX,,https://upload.wikimedia.org/wikipedia/en/0/00/TheClashLondonCallingalbumcover.jpg,https://townsquare.media/site/443/files/2015/06/clash-london-calling.jpg?w=980&q=75,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/TheClashLondonCallingalbumcover.jpg/220px-TheClashLondonCallingalbumcover.jpg,150 ZŁ
The Clash,Sandinista 3 LP,HOL,EX+,,https://img.discogs.com/lBxq5qyoLHIUy36G8CN-SDcpGls=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-714613-1322773519.jpeg.jpg,https://c8.alamy.com/comp/PC7CXR/the-clash-sandinista!-vintage-vinyl-album-cover-PC7CXR.jpg,https://img.discogs.com/D2OHQkFKHbiaVjlG85p7EbeF2R0=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-100245-1353686746-3088.jpeg.jpg,150 ZŁ
The Clash,Sandinista 3 LP,HOL,VG+,,https://img.discogs.com/lBxq5qyoLHIUy36G8CN-SDcpGls=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-714613-1322773519.jpeg.jpg,https://c8.alamy.com/comp/PC7CXR/the-clash-sandinista!-vintage-vinyl-album-cover-PC7CXR.jpg,https://img.discogs.com/D2OHQkFKHbiaVjlG85p7EbeF2R0=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-100245-1353686746-3088.jpeg.jpg,100 ZŁ
The Coup,Pick a Bigger Weapon,USA,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/TheCoupCover.Pickabiggerweapon.jpg/220px-TheCoupCover.Pickabiggerweapon.jpg,https://img.discogs.com/yIz7mzEnvP_Lc-WOkwNcmcdEmLA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-670949-1210629410.jpeg.jpg,https://media.pitchfork.com/photos/5929ab83c0084474cd0c13ad/1:1/w_320/efb711c7.jpg,120 ZŁ
